"","par1","par2","par3","par4","log.lik","rec1","rec2","rec3","rec4","rec5","rec6","rec7","rec8","rec9","rec10","rec11","rec12","rec13","rec14","rec15","rec16","rec17","rec18","rec19","Biomass1","Biomass2","Biomass3","Biomass4","Biomass5","Biomass6","Biomass7","Biomass8","Biomass9","Biomass10","Biomass11","Biomass12","Biomass13","Biomass14"
"4354",1.98702523409275,0.543164693806546,0.101496167024347,0.036792563681915,4420.62851725438,0,0,0,45683.1233210782,830500.19039597,1651828.1257765,1215410.9529801,1122961.53531724,1860067.07121545,3487830.84689113,2449998.13182303,2310306.30908182,1804244.21521678,2176759.8855117,2982175.27512526,2307330.12973138,1009447.43281395,1436766.38283052,3004335.78840771,88.2245208690448,61.2618082599405,88.4369651130001,58.9160427278439,92.5359769658888,290.574543826929,172.143579637345,156.808399057974,102.706033259728,215.799511278548,168.284953019861,151.845526678132,136.711495876849,155.729484771303
"4356",1.85824286221014,0.561431158198581,0.10336328529119,0.0325946738379421,4419.55621315004,0,0,0,46816.692689591,851061.590667166,1718877.40859857,1268465.10580816,1177797.34054164,1961898.29225685,3712252.34880342,2624560.58231656,2498655.00883696,1953806.2984799,2360221.13573735,3239419.81001145,2517164.84538354,1102871.46875081,1579562.75801541,3654197.69301009,93.1012598470683,64.7552121651219,93.2113744133336,62.3439607075403,97.6220074224212,307.940801037979,193.919934493749,177.984302757322,111.798972702624,247.171025401293,187.974540621265,169.065101848918,150.698139888632,179.201868397661
"4357",1.61884843196294,0.596681140220945,0.0997290752737996,0.03088543063264,4420.96911713319,0,0,0,49443.4446743794,898672.343606586,1885119.54722131,1400880.10627449,1314605.45496008,2214044.53340562,4273782.94106683,3051816.26656167,2920428.84250967,2289132.04119539,2772037.41632539,3816517.16602745,2985452.32043852,1311091.59267324,1887437.11625175,4495392.63857742,109.682943556887,76.0416651291706,110.075502553093,73.0530858081973,115.075741839924,359.780946108012,228.078794068604,210.044019642481,129.431404242112,292.862413714511,220.241238900726,197.794586017294,175.495491229068,212.761879347803
"4365",1.84167716166595,0.594410351524061,0.0888309567353711,0.0298673802924551,4420.28785718389,0,0,0,47619.1872411009,865663.615254963,1822506.62894905,1348340.55524646,1256220.98345575,2095839.55885773,4005922.61604946,2836089.61320832,2680598.68298237,2097191.17942538,2533217.24171943,3471485.34230517,2696716.93957671,1175382.44094602,1675841.88489798,4083001.87884036,105.042890219224,72.0875449233847,106.204309687767,68.7834753745484,110.407444861986,335.579536939823,203.615247044143,187.909614166629,114.399501228663,262.650450382963,196.147213952009,175.993116457592,155.697249141923,191.052962874494
"4366",1.95219618412331,0.573965935532162,0.0902120059463421,0.0380736944253048,4421.00042944477,0,0,0,46488.760157619,845148.651526678,1743370.58815456,1285939.58928367,1192400.59130211,1979655.85780598,3748362.24107802,2639911.98008096,2469943.51256606,1930221.0591073,2329185.21384329,3187378.76477118,2464864.94804684,1073856.10061254,1517302.0572596,2996744.59730584,97.955481054656,67.3131133972152,98.943258458531,64.2855806591654,102.933833010778,314.026894536008,172.766098957882,157.042346579984,104.047221303134,215.567067982516,169.291090237595,152.88930562197,138.028437164682,155.354470288965
"4372",1.76126999129909,0.534961069414078,0.102594757608534,0.0347739957408186,4421.69570568699,0,0,0,46896.532936086,852429.769262241,1693823.73198498,1251625.77028409,1163391.81288832,1941388.71120623,3679531.60841864,2591708.13637017,2449662.53864126,1916461.39220907,2318315.60394177,3194224.41236488,2492413.12590172,1101297.40345019,1592463.91700564,3570722.41402991,98.7589398930582,68.6437178258137,98.9254058977369,66.0579971323886,103.567047247314,326.086268914501,198.890731837454,181.809777770645,116.809851658687,251.266464544768,193.672353712326,174.492967339308,156.380484991856,181.720180267898
"4374",1.87064278835059,0.550480724206796,0.0989198598805416,0.0297507570125043,4419.86743507876,0,0,0,46510.0593256028,845486.296679687,1700872.25544697,1254845.69509264,1163935.80982395,1936050.36736692,3659564.63684115,2577276.92244167,2443763.51888508,1910435.78983376,2307693.31530291,3169022.8811051,2464261.77425193,1081436.80848083,1556766.16290017,3956312.43244845,95.4858606562312,66.1506268177642,95.8791715292988,63.5198708582059,100.193751280345,312.622222859731,200.829134906481,185.383912794671,112.701666182416,259.194910650803,193.408975992158,173.517387730258,153.454439772343,188.566908091357
"4375",1.64044826396575,0.60547617672578,0.105229671359931,0.0371787841901156,4420.52393332848,0,0,0,49457.0185312464,898949.17481821,1885361.56333,1399959.66122648,1313223.40885708,2211621.5176238,4261283.49425798,3052869.42251879,2925431.60420092,2292812.74791865,2775578.31761119,3816332.2660181,2977485.78195537,1304396.98676448,1859131.88498206,3701872.75561928,104.110331439308,72.5308984697625,104.107226594419,69.9055458019348,109.133522968928,345.797746784321,207.612663488171,188.995382210384,124.224244416812,259.891510820516,203.105057205936,183.314062988962,165.182227343087,187.471868697199
"4377",1.86779423444569,0.582652912296624,0.0961536635338085,0.0266264237981176,4420.99074503907,0,0,0,47195.989034329,857975.278208771,1773998.58583413,1310471.75036062,1218645.9014413,2030973.96677282,3860981.52992955,2733593.24340222,2607656.97040406,2039413.06748793,2462912.43792062,3376088.54498172,2623648.4121081,1144895.65911074,1640626.42213034,4490907.43876489,97.6433584366495,67.4744625822901,98.2275665711805,64.6818620990437,102.503943652559,317.604770668427,212.17279275915,197.222272496146,115.087550783372,277.991999060816,202.701871323034,181.288259804887,158.746402577603,203.068234511597
"4381",1.62792308478448,0.652401390794287,0.102115449497443,0.0351983193896051,4421.38631642508,0,0,0,50686.4672572122,921337.263325169,2009007.51234476,1494561.43114077,1407210.69494376,2376690.13586956,4614803.50078489,3332548.08800205,3216384.05985325,2522307.59384534,3052424.30240992,4186300.17705888,3262047.92431409,1418181.29194771,2003242.24614766,4023120.79344648,107.211639166525,74.4872154546423,107.426088078135,71.661204867566,112.439853929641,353.610000400353,214.069224400798,195.536864831505,126.154735016286,269.992482927024,208.629072027444,188.029092564251,168.679883826421,195.171861588325
"4382",1.95949253357802,0.573153729266866,0.092449895702509,0.0420289060354234,4422.32758715686,0,0,0,46429.3193405458,844070.319611561,1735367.04630107,1279601.35517252,1186133.81691727,1969020.19161261,3723808.16214969,2624030.56140314,2451431.38724344,1915626.25605446,2311444.89835308,3162302.8666229,2442874.37819331,1064084.61474503,1497236.06623855,2704698.38675044,95.8213582459657,65.9869223073586,96.6380972179907,63.1094712753194,100.653197498967,308.894908865058,165.529510963071,149.554721711895,102.337236065975,203.771904178536,163.285723637055,147.836085384942,134.493074091283,146.285282528376
"4383",2.0459360967642,0.506434986629949,0.0952447645164411,0.0348164782889957,4420.67444743737,0,0,0,44674.4846886736,812167.134021104,1578572.22956455,1159393.48918298,1066684.62029342,1758413.85612924,3273783.6240438,2276002.35979578,2122958.31384906,1656324.65627444,1997457.28244007,2739438.15240089,2119917.13412942,931733.948488868,1337283.60738378,3031960.34070878,89.7682222613705,61.9803846262923,90.3608477729659,59.3817679858349,94.2509245184731,291.354302681816,171.12795926377,156.419394431816,100.539257574703,216.156458254686,166.652216716545,150.153514579968,134.581039962128,156.320674167303
"4384",1.72950609952974,0.649579897622277,0.0923842169065497,0.0323265513190142,4420.52748725798,0,0,0,49687.6109275315,903244.630367194,1982127.21533357,1472056.2433594,1381492.25958992,2322061.39771462,4494923.98396327,3225734.95700916,3083591.95398161,2416129.05360656,2920767.5732759,3998599.01366813,3108523.80629479,1347407.94029723,1900999.07079716,4117769.27150222,108.620950986847,74.7966601333325,109.551732449122,71.5320641029002,114.099474326302,350.099832627934,209.123522428838,192.037823413639,120.275056913453,266.851516830506,202.593477883714,182.172568514128,162.26786105084,193.531227801412
"4385",1.7268207951931,0.619436486758138,0.102890059414556,0.0318765847703546,4420.22418959131,0,0,0,49034.3131222225,891343.246594424,1888416.90364476,1400074.14406798,1310828.8009501,2201587.40635366,4231151.75100587,3031890.79128772,2920269.66832747,2287462.32264878,2765979.68417217,3793608.15785694,2953277.68785088,1286764.00014695,1829964.9992923,4126241.60478994,100.519807838112,69.8858848640619,100.669795515003,67.2650018168367,105.408694612708,332.12272716969,210.770473925492,193.720268238937,120.727223870119,269.470145545066,203.986046157553,183.354747992402,163.125896325113,195.534310376797
"4386",1.81794376605169,0.633221311971296,0.0883758121624858,0.031413381842823,4421.31881138512,0,0,0,48614.316442903,883767.228863473,1919508.33081893,1422535.5756377,1329969.39214284,2225574.40672442,4283129.7986599,3054822.42960298,2900004.49872666,2270298.98217805,2742259.49923957,3751188.04405376,2910709.58954353,1261319.30073604,1780593.15177677,4002231.26962329,106.826299567387,73.2791346387485,108.041857651219,69.8996034136802,112.290692790305,340.883413165815,201.535776577073,185.402648727455,114.942656213479,258.180586357448,194.845659617451,175.068740493413,155.558822320947,187.446065904965
"4388",1.90342084220936,0.548871330090334,0.102037205776278,0.0335782861164942,4419.40974871327,0,0,0,46275.8914899393,841244.487009911,1683297.09059407,1240708.64381628,1149471.06775294,1910016.09022327,3599886.07744727,2535662.98453993,2402553.37960589,1877676.0488603,2267333.12121254,3111182.37822731,2414803.75536092,1058671.02390268,1516037.51144189,3443866.93450772,91.7449920285171,63.7370542073425,91.9332236044655,61.3160763377619,96.2201712031803,302.543279973547,186.849288645452,171.176010629044,108.650361914335,237.189793231098,181.501024179352,163.373940880237,145.990357292498,171.770330490667
"4389",1.83390417132683,0.53868771005829,0.0951665132548063,0.0375487949000092,4420.41880318425,0,0,0,46495.2315832871,845187.558115496,1693273.6801905,1250071.62630141,1159895.60773738,1929933.03129735,3652633.92441761,2564860.11980634,2401297.4537047,1877528.91731047,2269172.55654061,3120084.56033242,2426522.41721571,1068415.45784063,1533289.2492224,3182468.987998,100.20785012027,69.1833927324891,100.874746985886,66.2795580245657,105.21323183194,325.176263865938,184.956471855746,168.267629666425,110.968474850891,231.216456143517,181.063952265588,163.462777013179,147.41121234526,166.722900222041
"4390",1.93677276239033,0.51104981720164,0.0953221411612905,0.0421244034381191,4421.57444586935,0,0,0,45321.0566673494,823878.605383098,1611239.44769502,1185911.03893179,1094678.56622894,1811559.18628191,3394267.93861319,2366354.14453654,2196666.24015138,1715445.83012133,2071279.23462968,2845973.52891611,2206695.34028045,972739.760785678,1392304.62043919,2654166.31558857,94.7710173453028,65.4392552803122,95.3916672709804,62.6986319971308,99.5022680616276,307.64871854859,167.32572154038,151.15670092252,103.508526609535,205.919596511734,165.082511297455,149.47131134304,136.004067605879,147.813850826248
"4395",1.78280686459642,0.587421470933849,0.100564733137419,0.0334607404831379,4418.72935189016,0,0,0,47890.568397229,870560.333601001,1802291.00331647,1333528.87548446,1243565.73666039,2080031.00766747,3970400.03875229,2822372.96560806,2690348.48569894,2105645.82790755,2545260.27949512,3493324.20573866,2717410.3162859,1188277.72395354,1695750.86290834,3753894.2587767,98.9919089003111,68.6813024548463,99.2912460593045,66.0149470749941,103.845073029092,325.340717002896,199.797116601922,183.077881406864,116.062518668166,253.7480147774,194.030344280353,174.635437494828,156.007746404301,183.786278676436
"4398",1.80984204426351,0.568546827877966,0.0920366130449385,0.0369698892729284,4419.67575875455,0,0,0,47290.5261815599,859653.779869642,1769317.70147539,1308486.84683066,1217858.39840128,2031512.44787845,3871297.82235685,2732257.89365881,2563359.42767917,2005364.28791743,2423717.52327881,3328010.36774986,2586759.16264282,1133789.80420804,1617599.83836417,3319608.27888347,104.091308280594,71.6539727457775,105.008380522198,68.5113899078613,109.34775884592,335.213127550651,188.61989801141,171.765727483304,112.685410508289,236.298523208362,184.453081836719,166.455122976407,149.922989853685,170.490514602686
