"","par1","par2","par3","par4","log.lik","rec1","rec2","rec3","rec4","rec5","rec6","rec7","rec8","rec9","rec10","rec11","rec12","rec13","rec14","rec15","rec16","Biomass1","Biomass2","Biomass3","Biomass4","Biomass5","Biomass6","Biomass7","Biomass8","Biomass9","Biomass10","Biomass11"
"521",1.87890217899568,0.484008930501023,0.0969484785935671,0.0386796920719079,3074.06161953437,0,0,0,39831.7431449982,712654.344954341,1475663.91989731,1087964.5653073,976100.462764637,1587863.20333652,2822908.74594516,1848314.85088205,1677217.85757381,1555645.93178071,2054391.59759674,2604028.40016703,1786482.89221457,83.4725919740792,65.0366338050238,91.1594311919106,57.2233129674831,97.3521420346004,265.220098559223,150.350262633796,107.78833675681,95.818440031021,210.158466963264,167.326622654134
"525",1.74560748147946,0.560118215034485,0.112906308220349,0.0355792046319987,3073.06101222281,0,0,0,42020.4589191393,751794.811666265,1629617.02333919,1206593.08912118,1092881.87742099,1797287.4726068,3244053.12052738,2173190.1501749,2032014.10714307,1880393.99467878,2466448.01696605,3086628.26428504,2162106.2120159,80.5103308444714,63.6087306814721,87.0204057078669,56.4839777059187,93.6619887900734,265.086083067958,167.517678917536,120.719277133463,104.337096440767,236.8502715327,185.363275989187
"526",2.03154402482299,0.531236368750499,0.0936461333140809,0.0393615042195226,3073.48375666385,0,0,0,39947.8905715572,714820.594213797,1533929.42246842,1129795.20842436,1013235.20597382,1644868.16974192,2926408.13735605,1927037.49540183,1748275.88449771,1609950.70948232,2097959.60736529,2599525.53605172,1660147.9542663,79.2023675399566,61.5208586608391,86.6897695856588,54.019070449225,92.4223316930327,249.663087115978,138.082300200696,98.8867835804365,88.4137474115183,192.550049477476,153.856070183884
"530",1.89963967524279,0.558159815926873,0.10595439500857,0.0372748592827684,3073.0149780914,0,0,0,41070.2683232898,734870.74639499,1594530.43531383,1177288.45747598,1061423.92920166,1735023.65360027,3110180.54899012,2072136.16760062,1916855.60193074,1767531.52714842,2305556.57185474,2859337.68177225,1896246.8639809,77.4019457976899,60.7931316327154,84.0301931235678,53.7753322984557,90.1420360721603,251.058914795562,150.968953125298,108.479623027348,95.2501152560325,212.094442907156,167.590260108291
"534",1.82936926759618,0.520863146749151,0.102886100008648,0.0277228864240457,3072.21110181954,0,0,0,40768.1969214308,729408.825160653,1546947.43425798,1142687.14207558,1029552.88520587,1682608.86459182,3013216.34166652,1993109.05848349,1845339.17519243,1709670.37498981,2251495.30155871,2846838.41295796,2598243.64984109,82.0951192489872,64.3063031578876,89.3028993549209,56.7821668581132,95.653934760667,264.458367332261,179.031373633514,131.047985357162,103.614563339361,261.913236625734,194.619125463199
"535",1.98574696991702,0.429200135990128,0.110688949074081,0.0430104009623717,3073.52560012477,0,0,0,38397.28226191,687006.513793627,1345294.49236603,987006.698640042,878490.483474186,1418911.87430024,2475979.22097237,1605992.54356713,1457682.91131006,1354066.98260956,1796294.19234737,2294899.77073649,1484015.14447556,71.7729246110362,56.6004986481333,77.6844182449003,50.1998571654916,83.5253923045411,235.209823708018,136.484479005424,97.2145859419548,89.441997791459,188.039286503853,152.981204645789
"536",1.9995608901528,0.483773895228091,0.107808259831855,0.0426121132237658,3072.15730850559,0,0,0,39280.4131617473,702845.143958241,1436596.56744356,1056002.87679771,943928.526880899,1530106.92933353,2695685.59858285,1766991.19911902,1611140.50086014,1489495.45522131,1956877.11914981,2458378.95695119,1525379.97819383,72.6266957264798,57.1337844246075,78.7523087501443,50.5915786201305,84.556400443392,236.531844260115,136.020439529624,96.9387754271431,88.92530357274,187.636535414848,152.36723460926
"537",1.87915658456959,0.540912764406235,0.114594866230151,0.0307311436001732,3074.42247530416,0,0,0,40868.1265613415,731235.393700525,1554010.30679568,1146515.97455025,1032664.4378223,1688118.06373292,3014625.19564804,2007840.55106643,1880138.12684569,1737001.20921215,2275096.04302747,2847687.56452636,2304212.84536499,74.0121929213813,58.5564266964849,79.9129380162937,52.0448937562155,86.0805167441795,244.551506184958,166.008833683021,120.73290314697,99.1194253695064,239.477274963619,181.805378695154
"540",2.05941050448185,0.48511623946884,0.0923606488986224,0.0314559989606036,3073.3956818078,0,0,0,39056.0111067948,698851.326429477,1448191.53329609,1064531.46820763,950567.343336241,1536739.03713652,2710293.52944808,1766966.98242744,1602369.42405801,1479770.6426857,1941789.10906455,2443049.61109709,2003738.22831839,78.9374292516637,61.2409358230458,86.4759264420575,53.7295990605626,92.132993810896,248.046459521137,149.874309637245,108.839531388546,90.1047182591198,215.513730139743,164.408715468069
"541",1.77946143985217,0.536187056912116,0.104342860783921,0.031140861716965,3071.50540859575,0,0,0,41344.8539106103,739708.635796341,1587039.87862997,1174044.66971062,1060660.31323067,1738554.59290066,3128361.26881245,2078506.11069684,1926872.7977775,1785104.28725999,2348582.2471862,2960070.65861499,2395625.77840815,83.5451281035902,65.5260383441636,90.7940177962455,57.9082250274149,97.3209863631432,270.014081975299,174.249470520578,126.62082418783,104.448573250033,250.909870883082,191.010638543919
"543",2.07899290167501,0.498159759471507,0.107500479540732,0.0372502891633944,3073.52136689976,0,0,0,39193.4536242446,701321.808227398,1446408.48211408,1062324.84461841,948771.941582798,1535768.87949101,2701515.49970463,1773575.6968177,1625411.56492067,1498593.81996357,1959707.79656997,2446803.00505269,1688147.92936805,69.9946502927483,55.0486754531623,75.9131989938282,48.7367700940067,81.4959010928978,227.806493247224,137.98247245909,99.1521609454579,87.0408828325128,193.8674035535,153.167054692488
"545",1.92176628177565,0.443650940259203,0.10647887897622,0.0355119797310169,3073.86326870533,0,0,0,38909.4072789779,696146.268710313,1384825.66107411,1017994.35437623,908888.089142799,1472599.02998944,2587396.88799416,1683435.83152348,1535393.76654904,1427513.62598801,1895736.27513247,2429523.06906726,1866650.0727588,76.2403356156419,59.9079703260358,82.7411800139684,53.0081979901701,88.7819578691271,247.577804391669,152.284149148739,109.754364601525,94.7988149128561,215.36770976462,168.484767278862
"547",1.62906121226831,0.604760821226812,0.114967570561052,0.0312852241708428,3075.39066960081,0,0,0,43768.9335871711,783036.261769229,1756559.39070649,1305728.55435419,1191074.18916979,1973315.69932961,3605887.19118231,2444240.53786069,2320523.69363517,2147008.59357613,2810396.84599833,3503597.51689738,2685594.38196662,85.1805019691974,67.4131244106803,91.9504629247054,59.9286564706798,99.0643964058998,281.671445510396,189.935973615224,137.979616718971,114.00689588386,273.324530279157,208.274686084403
"549",1.96077788707213,0.504677698136846,0.108419107734218,0.0252929222871833,3073.5476093651,0,0,0,39814.1198815901,712390.476355422,1479570.67311832,1089080.62030979,976124.412956451,1586753.16349225,2810247.184097,1851644.25433623,1719721.1429368,1590157.84932026,2089559.46285256,2637302.74426785,2637165.92034509,73.7652530500393,58.0597958887667,79.955739579257,51.4292046380677,85.8738666578147,240.559698598798,174.82024389735,128.701800106655,98.3164132177892,258.936176757912,188.778484983266
"552",1.76575910315884,0.553521609634161,0.0944501579403798,0.0246280000058637,3074.72590170201,0,0,0,41763.4847201494,747204.272882656,1641413.38991942,1216254.50121536,1101094.35336785,1806681.32610657,3271348.85457698,2174166.09651584,2012909.82223949,1863591.53434065,2448295.70293669,3082962.21836941,3073392.46397753,90.5485313318619,70.3869320509288,99.0542291527652,61.8351845326031,105.648186169291,285.986129256964,196.791790295606,145.117767261697,109.737925484808,292.519892593121,212.091606268121
"556",2.11408555138993,0.501164470538017,0.102067988747405,0.0253879628791603,3075.03073934877,0,0,0,39103.0276851509,699714.263828695,1452515.17179234,1066681.10514256,952211.074691687,1539564.37647435,2708582.32038013,1775351.61093949,1635274.25550274,1506891.90520863,1969822.26106415,2466601.92375141,2433778.36433245,71.4508412783932,55.9279305510798,77.765730442287,49.3604057926114,83.26249384505,229.741733777405,161.834291102982,119.113739071295,91.1215781985741,239.581454848087,174.803485643482
"559",1.66990433509576,0.557522186021841,0.110941836548667,0.0270998259395544,3074.0693173208,0,0,0,42480.9399426262,759976.412513658,1651455.79177616,1225063.56098095,1112325.10094488,1834184.88405861,3325914.01551857,2228618.10115331,2097308.61862055,1945580.1040595,2563009.94603565,3237695.9389254,2959228.74987071,85.2100630919978,67.2113963844995,92.2136021817058,59.6191267392446,99.1589728921552,279.395950364595,198.315897017113,145.37083023768,113.971581972401,291.020030137275,215.227839249953
"564",1.87942013050304,0.453575646604936,0.108269662665257,0.0283529285107769,3075.45235433875,0,0,0,39274.4235098789,702659.981326664,1407724.47956185,1035944.36658683,926773.43038207,1505079.84684912,2654047.42689308,1732603.20166467,1594147.14838384,1483121.66917172,1971406.59243939,2534349.79829075,2398268.45399912,77.0341856344719,60.6249950394347,83.5069563325779,53.6969494830896,89.6814664551484,251.138582129696,172.384432155523,126.004860313229,100.458017237929,251.420886555486,187.698194381392
"567",2.03181684688543,0.455931797546114,0.107128697749181,0.0301436264506481,3072.21398636449,0,0,0,38675.6199770505,692021.730408551,1385063.71847323,1016598.01888962,905881.846640564,1463798.86842708,2562803.85678681,1668877.46291786,1529070.29647137,1416294.61742779,1869673.26720945,2377752.75147235,2090428.0299552,71.7974515949386,56.448478006526,77.8869756226667,49.9655681878609,83.5997572187705,233.483697076801,154.911139630628,112.798431573003,91.9628021738423,224.058526605745,169.417521768542
"569",2.03282962809419,0.558835686425912,0.0954060096201371,0.0361249546054568,3074.74223570998,0,0,0,40407.7154105455,723059.314973303,1581552.49078279,1165735.02768864,1047586.38355445,1703902.30514148,3042626.9561784,2015541.6624784,1843787.92738254,1695173.72621302,2200886.46225993,2710378.84134871,1829411.69086757,78.0690518669777,60.7400824874494,85.3470836283627,53.3921517604316,91.0732353592648,247.139903565072,142.928477955301,102.901952240621,89.4005969069394,201.662635148681,158.321756903327
"576",2.12523365918199,0.436242385412173,0.101353985817964,0.0330963521490927,3072.41916195181,0,0,0,38011.5114047853,680161.724445853,1344871.58405202,985233.942616709,874588.826155747,1406626.83363334,2446051.99887437,1581261.68724082,1433063.54333122,1326030.08053884,1749113.98489472,2221749.10410357,1805299.95871964,71.4390894801529,55.883197549403,77.7894380488475,49.3001471210092,83.2583010813681,229.329344723057,141.965740758628,102.768550669989,86.6235293636284,202.724429537596,156.295314318272
"579",2.05863083536569,0.46027458530176,0.110577370842038,0.0362708396867243,3072.09179037243,0,0,0,38645.2561784638,691490.282162352,1383566.57898407,1014998.59040357,904094.324897839,1460426.43649727,2553408.32255017,1665138.08549535,1523313.26519461,1409109.23852627,1855488.91185205,2345982.8163794,1720258.10281547,69.2813758252737,54.6305151793155,74.992930449123,48.4496678638552,80.6272376547512,226.990537254217,140.898830322355,101.415301300994,88.2297548144195,198.689121370252,156.117079048767
"582",1.73435255681838,0.575557590654542,0.0974213554209045,0.0239717520843559,3073.72574614606,0,0,0,42398.6219417444,758566.489057406,1691001.44686415,1254491.99713222,1138614.4835465,1873342.92552941,3406385.35087012,2277241.10196209,2124008.48508928,1964899.22683992,2575767.51542738,3230181.76053252,3246352.11404703,90.1069005443813,70.2360945914399,98.3734344916127,61.8159963202839,105.081447145653,286.620200917444,203.179332813899,150.079712078503,112.321993990292,303.102736209992,218.544122842347
"583",1.67646454962824,0.588265082003796,0.104408144512148,0.0288560425422428,3072.2373272421,0,0,0,43062.123847736,770409.967371259,1724116.46048849,1280605.06607606,1165360.07400938,1923981.63935328,3509268.61135653,2360189.23233025,2213167.97795657,2047944.75619537,2683574.74860681,3356117.48872348,2807767.92480654,88.6379278011301,69.5243922539675,96.3246184590355,61.4440642730142,103.252481415587,286.515673656678,191.637394591499,139.923388254826,112.278028935478,278.833202041082,208.926444662166
"584",1.64077684834094,0.576643462552493,0.10789254700257,0.030358099904785,3072.95212322323,0,0,0,43089.2825151515,770856.625193609,1705948.46092578,1267454.86882899,1153734.01242372,1906613.43319451,3475763.13282895,2336784.89797535,2192979.57155398,2032586.55960485,2671373.95873271,3356245.68854307,2712997.58539013,88.4583992425299,69.5932550603382,95.9141559670171,61.6272798243731,102.987285073519,288.145790291275,191.201140657748,139.161048631538,113.746914663548,276.279492945609,209.212039713144
"589",1.96491210155359,0.486778686780519,0.112020264484045,0.0316205754715624,3072.27261269407,0,0,0,39482.805131991,706454.250572665,1443044.46578263,1061226.56005412,949594.538377034,1541706.09365719,2719503.25476974,1786986.26401125,1651435.89861364,1528480.36605814,2012459.1433084,2544576.05480765,2090251.24448566,71.9231074525092,56.7823012295651,77.7818845180242,50.3978794657899,83.6832225933506,236.370014708818,156.711179792734,113.76727894044,94.3596976866402,225.183945516121,171.972452721519
"590",1.95476854835187,0.530340153403599,0.094555329108118,0.0439850125525748,3073.52641108136,0,0,0,40291.9690307754,720951.523844494,1547605.24793546,1141354.54043801,1025612.24079956,1669083.46819424,2980125.27098835,1965201.62247252,1778625.2143095,1640568.3631069,2142975.96391955,2661642.21715644,1544218.75290772,81.7259139941363,63.5349923712612,89.3964607473832,55.819396608349,95.3526652152993,258.186654252106,137.486221483373,97.7954253463466,90.6140022246238,188.845746901538,154.331590031373
"591",1.80531082717031,0.520429066893316,0.0928104309219948,0.0314536742406076,3075.04968237411,0,0,0,40893.7861160423,731641.427093584,1567437.7335283,1159261.35955932,1045577.23935606,1709281.83265976,3073298.14946455,2026857.16720865,1852890.03248735,1717483.65315011,2263037.43234579,2860521.19661915,2321423.02328194,89.7230524724006,69.6381468240394,98.2612216734045,61.1143070480119,104.713692740256,282.24982572972,170.975034084042,124.163566535698,102.788278149134,245.858281377373,187.554744400468
"598",1.92647967754487,0.442121787463186,0.113036009674539,0.0417219976816486,3073.72062433556,0,0,0,38862.2351423693,695303.762225358,1374159.79648011,1009613.0988458,901003.321294523,1459821.9512212,2559818.0854531,1667780.61924359,1521823.27559789,1414477.43768838,1877109.51850313,2398898.4150142,1585609.02426925,72.8924516023681,57.5962829744382,78.7801717338661,51.148572576014,84.7980421333769,240.069066166866,142.325472447564,101.562607813611,92.5407235792882,196.897873373067,159.206387069156
"602",2.1379857991931,0.457309152737998,0.0981401197126929,0.0397953707230446,3072.58995079885,0,0,0,38306.6236333289,685454.2806363,1380674.38135322,1012239.23432383,899957.666496422,1448993.66149441,2529735.03693846,1640723.71324748,1479249.36304938,1365711.20323935,1792909.35141131,2254476.21963698,1509113.88682689,72.7024131139946,56.7069160156859,79.3340385120595,49.9305700173889,84.7746257265849,231.650462419354,130.636912541658,93.4918024892593,83.8913290445704,181.895308174153,145.668239269876
"606",2.1561479200593,0.46196576328332,0.111568837937776,0.0371382088184695,3074.63312097073,0,0,0,38317.6217486697,685657.559530595,1369301.27814011,1003010.14286236,891451.147700317,1436117.29740435,2499302.16082601,1628277.31613047,1488333.56140721,1373175.61026862,1800677.9674583,2261659.50985949,1606156.40323651,65.7312835130137,51.874349925289,71.1058044829625,46.0304042244721,76.4842150408084,215.814503988507,133.210503967398,95.7409669283071,83.9612284827778,187.239992408755,147.839291375482
"608",2.15067972864459,0.501231489131009,0.0985844168354288,0.0394711126398272,3074.51024481208,0,0,0,38963.1079117742,697219.327322591,1451003.43921302,1065199.7139176,950152.601743588,1534275.37667228,2696947.89887478,1764799.59134261,1600495.85423951,1472745.65054599,1919479.6672217,2382250.40377702,1543291.88530475,72.0346057971164,56.2087392799824,78.5819966122867,49.5052473949897,83.9898582266017,229.761985757235,130.28877411647,93.2895430830148,83.4855679182655,181.613313087868,145.199619691861
"610",1.92593862276473,0.476515327210691,0.10495820773667,0.0406599017804299,3071.83177237577,0,0,0,39476.5724100624,706318.867758606,1442151.52975827,1061432.92221472,950199.761418482,1542993.44390183,2727296.82867255,1785801.10971132,1626891.78948843,1507874.30364457,1989584.00310317,2518007.23495079,1653148.24474594,76.8649682555635,60.3190957305128,83.5009322663451,53.325549996092,89.5306540012018,248.766028490303,143.797785882015,102.775008612825,92.8694637850835,199.634172465787,160.575872209921
"613",2.10694121339285,0.459304856433872,0.103310195925721,0.0398193048594675,3071.94004079961,0,0,0,38449.5843511666,688004.217350407,1382632.20196357,1013926.18769491,902163.116984825,1454516.41515028,2540964.2825839,1651975.13743393,1496865.42888287,1382837.25358467,1816981.49803564,2287547.26811016,1531666.91450736,71.0680740907217,55.6894984994172,77.2862969420161,49.1857459776725,82.8000920859441,229.155927206095,132.530187649408,94.8432445126693,85.1207441762231,184.516311306958,147.785364621024
"614",1.91533836229754,0.454137927412971,0.100927922465814,0.0366792726589404,3074.31268587359,0,0,0,39124.4438885843,699997.756877342,1410326.76856031,1037630.88327264,927554.639427515,1503992.1949964,2651910.55674127,1726701.02032157,1568513.21480044,1457155.22698471,1931784.10784104,2467482.9548609,1822451.45405685,79.5109491794816,62.1737336287283,86.6031345935339,54.8358055703686,92.6719363887639,254.991571214585,150.733677474424,108.418770048621,94.6812267984609,212.231769517014,167.143490823682
"616",1.92073974924059,0.572187586688582,0.107883308853264,0.0315975601840491,3075.27214837147,0,0,0,41207.4263166512,737339.979107117,1612222.33310257,1190192.92591399,1073465.70560939,1755304.29050332,3147543.41407742,2103472.95565792,1964340.95819072,1809262.03348864,2354891.50275583,2913841.11278853,2224389.36502477,75.5695122222905,59.4526552666058,81.9394064988297,52.6471475991577,87.9815833731258,246.156365200402,160.367998383649,116.427325763264,96.5409105562267,230.461537155212,175.976275029011
"618",2.07461552591441,0.42548720685928,0.110789213028588,0.0377689968261649,3072.44956087609,0,0,0,38009.614584366,680105.744185218,1325312.87441173,970771.278935859,861809.888741092,1387623.15648694,2409067.64495174,1559009.43078614,1417716.73631876,1314466.77041096,1739602.43715714,2218510.15764354,1613719.15179382,68.6543919432125,54.1457779037658,74.3043370982814,48.0253799565999,79.8949930076659,225.038138930852,137.490590803661,98.7141762552047,87.0590342598222,192.810827798526,152.76601834922
"622",1.76204234621322,0.626750181334638,0.101505562725743,0.0273366026453824,3074.24519518119,0,0,0,43209.8507038145,773133.5672498,1781377.92185925,1322212.57137613,1203155.29493038,1983960.5348843,3622418.03896367,2447848.53557773,2304148.53500481,2122857.96163978,2758099.61681981,3399137.01269309,2868968.60201545,86.0706061626749,67.3377977415592,93.7122271272155,59.4107194283482,100.308089231,276.394492232705,187.146649720274,137.10874234028,107.843029544132,274.306511490941,203.234281355538
"624",1.88731495574678,0.545563598950007,0.0978078377562227,0.0361306784268576,3071.21814205153,0,0,0,40908.8606578341,731970.583381046,1587192.72295913,1172401.42902375,1056664.23294388,1725645.51356133,3096760.71315906,2052864.4723678,1882178.06018841,1737592.65920405,2272123.41682153,2831391.95537699,1957394.76359727,82.5637013188871,64.3790866679833,90.114866296822,56.6744891913161,96.2785927601097,262.865715851278,153.938229352993,110.82737740535,96.2913463921669,217.191948705746,170.519120928456
"627",2.04392780768494,0.495208692903707,0.0913017257663378,0.0285632486901492,3074.12854194844,0,0,0,39287.9295045394,703000.521337905,1470235.94730704,1081485.71479616,966903.012198077,1564919.38957766,2767699.51564135,1807876.63457693,1644178.41650737,1518041.48098324,1990690.52005432,2503130.08622556,2232360.79010135,80.2221880915046,62.1752096585297,87.9475362314786,54.5124308454404,93.6492215251622,251.42509638274,157.950051137965,115.400501099572,92.2542184917737,230.137125703446,172.073314068324
"633",1.90926561249973,0.558604127171601,0.109044469206855,0.0376125057407861,3074.47991092772,0,0,0,41026.2940864242,734087.933389148,1587808.08187993,1171853.89387669,1056165.74021652,1726259.53904921,3090374.64932565,2060892.94011044,1911854.27321528,1762459.91141583,2297907.29381012,2847493.09206475,1870298.19417097,75.4457380412776,59.4141450848634,81.7447362138562,52.6472934539816,87.8217389803338,246.373758958083,149.65203629389,107.473333166058,94.6524219158169,209.984842961309,166.231283606759
"634",1.93276913084649,0.532759533172138,0.110521444521573,0.0314373183345059,3073.18863526637,0,0,0,40443.2260002838,723650.785088841,1532516.54143279,1129512.99377034,1015300.81770257,1655422.82355073,2947419.07436239,1955453.49442127,1819043.31119521,1679321.78199529,2197751.01778214,2747821.71671021,2182479.70509011,73.8194394533129,58.2061754584701,79.9079300674903,51.6191885299426,85.9092107637201,241.829930354627,159.737630174221,116.006648466613,96.017777173616,229.715502614868,175.221143756557
"635",1.85966404948998,0.508386749242538,0.112453164159274,0.0414564557812851,3072.63912151604,0,0,0,40374.9274498423,722380.044955825,1502965.3804882,1108301.25571677,996381.277074102,1626060.16403588,2894105.79666091,1914109.3618287,1763382.15546579,1633032.95443091,2148833.00210316,2703787.92469811,1703656.39800554,75.7870298900814,59.8544263429578,81.9383600441198,53.1371140556865,88.1731543875053,249.29634210149,147.802808719953,105.512283253533,95.9424892923201,204.653032531657,165.262917759906
"637",1.90633483535276,0.550570210810762,0.101156288965054,0.0359528127057095,3071.52608736636,0,0,0,40897.6265281077,731780.296764923,1586448.01048349,1171303.50313062,1055383.50435214,1723368.43937934,3088912.83821163,2051325.0798934,1888391.80968111,1741984.46650449,2274607.02203683,2827694.64788473,1951940.88966851,79.7553060933676,62.3775431642341,86.8562079985302,55.0230147581776,92.9533352122507,255.909467507596,152.718830637663,109.983206676845,95.3975196204454,215.617345493267,169.110523631272
"643",1.6462885413018,0.532176774039104,0.113986365801661,0.0349405491877685,3075.02922829458,0,0,0,42123.9826052287,753540.675689137,1603544.31983401,1189013.76719061,1078345.28113546,1777295.33746096,3212530.60212786,2144729.89658382,2002545.07406283,1861887.2071661,2462960.79696804,3126472.36007984,2304066.49407095,84.7975715164866,67.0558970247251,91.5927376378307,59.5797607498889,98.6335356469334,279.834121563979,178.998805935129,129.13859524338,110.922264377732,253.71280003232,197.817748466834
"647",1.66903960367452,0.594979685576418,0.110219134641363,0.0294358826943596,3073.42404115202,0,0,0,43254.8356734848,773858.809149511,1730054.0044273,1284883.16958052,1169840.55093597,1933393.06731262,3525015.56656452,2379076.35717033,2246394.31256549,2078032.98120903,2720762.26244441,3396639.20427778,2773264.6087261,85.6500725993934,67.5173326758711,92.7320235529623,59.866636466453,99.6820104337279,280.405094873112,190.687810445214,139.056352745544,112.396612199765,276.700505350325,208.189114908995
"649",1.69751065645877,0.581146207661331,0.110567433440768,0.0408046856046512,3074.00982032616,0,0,0,42765.2109171805,765106.007088962,1690947.1011948,1254429.89771851,1139866.13052385,1880231.1475171,3415572.06526713,2297981.10702795,2140932.0834284,1980073.37756667,2591807.73554754,3224812.37393363,1958423.48062536,84.0253121610801,66.2560117350254,90.95292638375,58.759544127732,97.7858625223533,275.291090431987,162.921633620735,116.417858845954,105.318701250522,226.074261939199,181.974498506485
"650",1.61545030739128,0.557973140633441,0.105778663761104,0.0290983973341763,3074.77548783297,0,0,0,42889.0913228135,767230.914184314,1679393.15748853,1248057.87694712,1135692.3223672,1876468.25482874,3418987.58956248,2289648.92745572,2141073.81317962,1988700.52720585,2624548.02894924,3322252.66742009,2849920.07186219,91.1269680157613,71.5621453568446,98.9417515368815,63.2948414322858,106.129066399444,295.462021143047,198.088146155324,144.557503043977,116.352285277073,287.890983042873,216.089312517185
"651",1.91964695657534,0.539546502363108,0.105758956575821,0.03323481944372,3071.77705323097,0,0,0,40630.5452246633,727000.864090618,1555252.96858453,1147188.39225298,1032253.65891291,1684099.34966089,3007513.82461755,1995473.12100136,1846860.30343022,1704604.92043932,2229133.73920235,2781352.91721297,2085558.48883337,76.696801482845,60.2290835280415,83.2751541655607,53.2704448586495,89.3235583241031,248.664064104464,156.880779336692,113.535844194079,95.8395003706668,223.894600258357,172.766694170915
"653",2.02698248852956,0.46351181410304,0.107634023106573,0.0350286103009877,3071.40544305901,0,0,0,38822.681356005,694655.096786466,1397810.99770366,1026286.61462118,915194.400462795,1479968.25452241,2594876.38946183,1692842.4722995,1547680.15617151,1432533.31573979,1887964.04990955,2390679.96084119,1811153.68387292,71.7269927458107,56.4175775052656,77.7853808998246,49.9524769570811,83.5111660917114,233.512798336253,145.224078748992,104.755400839173,90.0565483906701,205.769459603159,160.520322458041
"654",1.61646381111261,0.592281771492397,0.100735935072461,0.0284351126854315,3073.33376481908,0,0,0,43607.0808734515,780117.053263836,1761572.5350717,1311004.05133389,1196096.44777797,1979558.57674067,3629791.04062987,2442716.48038615,2285316.32627723,2117196.97147681,2778943.31195423,3484137.36697927,2959792.02645962,94.342642529963,73.758725569791,102.77080123591,65.0460814641955,109.962024164892,302.42315157041,200.149005969309,146.27289166762,116.741176108748,291.800394593443,217.974783808427
"657",2.05563732991975,0.429977625459927,0.102327771434493,0.0360317348945267,3072.83505049432,0,0,0,38151.1888469669,682633.980592515,1344278.83884111,985595.397731686,875897.747401491,1411100.61833144,2458679.93425604,1589576.12262475,1439027.9684529,1334518.70041699,1766524.7179429,2254274.24042363,1710005.65602508,73.3471483124953,57.4254984840493,79.8160364031935,50.6898584456293,85.4687422757973,235.978653706884,141.496163085065,101.8871116474,88.4411250011894,199.71247327612,156.707122067727
"658",1.70934579661428,0.511937984914625,0.112091389466469,0.0416462479703673,3074.75227544579,0,0,0,41296.1254934739,738762.966522762,1548351.38953846,1145713.12996688,1035256.71974736,1699484.25876822,3052437.49449159,2025742.41310905,1870133.01041117,1738204.47440974,2299484.18946849,2915872.98890522,1847009.40086611,82.6393712418777,65.2465191630742,89.3671027468747,57.9126544324365,96.1506615915125,271.629084666544,160.517091213243,114.556729802256,104.319689712088,222.119649551391,179.533906351986
"659",1.81121460632818,0.537574653646175,0.107043160219966,0.0304633490725412,3071.43646011079,0,0,0,41184.850686349,736865.774299091,1576920.55775834,1165566.90480415,1051961.81810961,1722686.35214304,3092644.24382948,2055961.61538049,1911866.35475172,1769672.31764718,2325119.82333882,2924903.95970086,2407437.38927074,80.5882735722794,63.3553180703535,87.4281865345034,56.0764655070595,93.8368916302286,262.022063553656,172.931999957608,125.836976118806,102.984658511822,249.763012643528,189.268841115725
"661",1.96530325982882,0.542277898959052,0.109864542267962,0.0335952109685793,3074.52067956111,0,0,0,40449.2189043461,723774.729849676,1543104.41745018,1137015.60908138,1021896.83570962,1665433.95000525,2964920.52792873,1969355.74797,1829436.44879947,1686408.70032848,2200670.09997797,2736159.13684904,2018170.39140016,72.9051443675693,57.4533710927021,78.9509787514268,50.9330656832171,84.8537039024482,238.498565073854,152.512606365838,110.300153626633,93.4600831619185,217.338766572659,168.083820072464
"664",2.15109629209572,0.423183485830375,0.105503360181882,0.0312280110662583,3072.96891992036,0,0,0,37716.6339180249,674887.870797601,1316162.48455404,963136.367029754,853423.524271524,1370395.84992248,2372209.95939658,1530347.35614004,1390368.36716202,1287106.38868987,1700127.92250004,2166473.87173234,1878348.42652715,68.5635792647862,53.8302067165511,74.4566168781562,47.6039021943487,79.8545430709391,222.168752330258,143.961642041377,104.593416141572,86.3646830972713,207.217760564726,157.840847248325
"665",1.97430555151019,0.433680149644207,0.101585269103688,0.0449259800061067,3075.18549706086,0,0,0,38519.3084511413,689187.160652183,1364299.76610516,1001850.05694529,892531.306322062,1442074.29783961,2525044.9358072,1635696.75879724,1473110.38252415,1368175.0843806,1814020.3362639,2313925.59540166,1432380.02320038,76.7731419713704,60.0681438446406,83.5849221085005,52.9993532896146,89.4715317878104,246.582962993959,135.063007178452,95.9493195288546,89.4927027579189,184.987872275169,151.821490985739
"667",1.67136644063171,0.585837491825548,0.0990606841424027,0.0405225306354211,3073.26565230248,0,0,0,43050.1885118408,770190.43960284,1730728.63065066,1286162.67287418,1170668.18262095,1932219.58174581,3529917.7111715,2368657.91973351,2182296.07480888,2018946.00643959,2643425.28213055,3290011.94306228,2006862.80572376,92.366447292044,72.104842860189,100.729872471636,63.523830751179,107.687758179538,294.940705793674,165.919966942818,118.610727651043,107.061221498902,230.452613924679,185.237080563469
"668",1.77205008151515,0.591831726551465,0.10692936726234,0.024781453671207,3074.25634122564,0,0,0,42464.565341986,759780.320605741,1694933.42240824,1255960.25598888,1139486.71901828,1875117.94473922,3400249.91006459,2286435.37234566,2157923.84595673,1992250.0117526,2601358.30644041,3239174.07590382,3096777.43226927,82.4320925592102,64.7985030658523,89.4350242402115,57.350145308097,95.9855309868425,267.950026133841,195.467986587141,144.085858272747,109.21620499335,290.31124165106,210.760437962668
